species,egg_id,clutch,cort,temp,egg_date,egg_mass,egg_length,egg_width,hatch_date,hatch_mass,hatch_svl,hatch_tl,death_date,egg_death,egg_time,hatch_death,death_age,egg_ox
delicata,EG1188_22,CL317_22,B,28,24/10/2022,0.117,7.49,4.7,NA,NA,NA,NA,16/11/2022,died,23,alive,NA,1
delicata,EG1197_22,CL318_22,B,28,24/10/2022,0.153,7.61,5.5,16/11/2022,NA,NA,NA,NA,hatched,23,alive,NA,0
delicata,EG1199_22,CL319_22,A,28,28/10/2022,0.135,8.12,4.77,16/11/2022,NA,NA,NA,NA,hatched,19,alive,NA,0
delicata,EG1200_22,CL319_22,A,23,28/10/2022,0.192,9.02,6.14,NA,NA,NA,NA,13/12/2022,died,46,alive,NA,1
delicata,EG1201_22,CL319_22,B,23,28/10/2022,0.15,7.67,5.49,NA,NA,NA,NA,2/12/2022,died,35,alive,NA,1
delicata,EG1251_22,CL332_22,B,23,2/11/2022,0.148,8.6,5.26,NA,NA,NA,NA,28/11/2022,died,26,alive,NA,1
guichenoti,EG1261_22,CL335_22,B,28,2/11/2022,0.211,9.41,6.38,NA,NA,NA,NA,14/12/2022,died,42,alive,NA,1
guichenoti,EG1294_22,CL347_22,B,28,4/11/2022,0.165,8.58,4.98,NA,NA,NA,NA,5/12/2022,died,31,alive,NA,1
delicata,EG1298_22,CL348_22,A,28,4/11/2022,0.148,8.06,5.21,NA,NA,NA,NA,28/11/2022,died,24,alive,NA,1
delicata,EG1324_22,CL356_22,B,28,7/11/2022,0.167,7.73,5.54,9/12/2022,NA,NA,NA,NA,hatched,32,alive,NA,0
guichenoti,EG1338_22,CL359_22,A,28,7/11/2022,0.19,8.81,5.94,NA,NA,NA,NA,25/11/2022,died,18,alive,NA,1
delicata,EG1342_22,CL361_22,B,23,9/11/2022,0.125,8.36,4.79,9/1/2023,NA,NA,NA,NA,hatched,61,alive,NA,0
guichenoti,EG1357_22,CL364_22,B,28,9/11/2022,0.181,8.22,5.9,NA,NA,NA,NA,2/12/2022,died,23,alive,NA,1
guichenoti,EG1436,CL386_22,A,23,14/11/2022,0.153,8.32,5.18,NA,NA,NA,NA,18/1/2023,died,65,alive,NA,1
guichenoti,EG1440,CL387_22,A,28,16/11/2022,0.245,9.36,5.96,NA,NA,NA,NA,25/11/2022,died,9,alive,NA,1
delicata,EG1519,CL410_22,A,28,25/11/2022,0.143,8.46,4.86,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
delicata,EG1548,CL417_22,B,23,25/11/2022,0.139,8.17,4.68,NA,NA,NA,NA,20/1/2023,died,56,alive,NA,1
delicata,EG1556,CL421_22,B,28,28/11/2022,0.191,8.59,5.73,NA,NA,NA,NA,4/1/2023,died,37,alive,NA,1
delicata,EG1569,CL425_22,A,28,28/11/2022,0.135,8.61,4.34,NA,NA,NA,NA,16/12/2022,died,18,alive,NA,1
guichenoti,EG1583,CL428_22,B,23,28/11/2022,0.174,7.99,5.72,NA,NA,NA,NA,6/1/2023,died,39,alive,NA,1
guichenoti,EG1584,CL429_22,B,23,28/11/2022,0.187,8.57,5.18,25/1/2023,NA,NA,NA,NA,hatched,58,alive,NA,0
guichenoti,EG1604,CL436_22,B,23,30/11/2022,0.166,9.44,5.55,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
guichenoti,EG1605,CL437_22,A,23,30/11/2022,0.125,7.02,5,NA,NA,NA,NA,28/12/2022,died,28,alive,NA,1
guichenoti,EG1607,CL437_22,B,23,30/11/2022,0.156,7.95,5.29,25/1/2023,NA,NA,NA,NA,hatched,56,alive,NA,0
guichenoti,EG1612,CL439_22,A,23,30/11/2022,0.196,9.22,5.37,25/1/2023,NA,NA,NA,NA,hatched,56,alive,NA,0
delicata,EG1621,CL440_22,B,28,30/11/2022,0.147,7.21,5.43,NA,NA,NA,NA,4/1/2023,died,35,alive,NA,1
guichenoti,EG1624,CL441_22,B,23,30/11/2022,0.182,8.58,5.69,25/1/2023,NA,NA,NA,NA,hatched,56,alive,NA,0
delicata,EG1625,CL442_22,A,23,30/11/2022,0.12,8.14,4.36,25/1/2023,NA,NA,NA,NA,hatched,56,alive,NA,0
delicata,EG1626,CL442_22,B,23,30/11/2022,0.115,8.16,3.67,25/1/2023,NA,NA,NA,NA,hatched,56,alive,NA,0
guichenoti,EG1631,CL444_22,B,23,2/12/2022,0.244,9.67,6,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
delicata,EG1632,CL445_22,B,28,2/12/2022,0.159,7.51,5.33,NA,NA,NA,NA,6/1/2023,died,35,alive,NA,1
delicata,EG1639,CL446_22,A,23,2/12/2022,0.197,13.82,4.52,NA,NA,NA,NA,14/12/2022,died,12,alive,NA,1
delicata,EG1641,CL446_22,B,23,2/12/2022,0.114,8.01,4.62,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
delicata,EG1645,CL446_22,A,23,2/12/2022,0.133,7.83,5.1,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
guichenoti,EG1648,CL447_22,B,23,2/12/2022,0.13,7.54,5.02,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
guichenoti,EG1649,CL447_22,A,23,2/12/2022,0.149,8.08,5.22,NA,NA,NA,NA,28/12/2022,died,26,alive,NA,1
delicata,EG1654,CL449_22,A,23,2/12/2022,0.109,7.5,4.46,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
delicata,EG1655,CL449_22,B,23,2/12/2022,0.111,7.19,4.45,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
delicata,EG1657,CL450_22,B,28,2/12/2022,0.172,8.18,5.54,NA,NA,NA,NA,6/1/2023,died,35,alive,NA,1
delicata,EG1658,CL450_22,B,23,2/12/2022,0.176,8.66,5.29,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
guichenoti,EG1661,CL451_22,B,23,2/12/2022,0.164,7.66,5.46,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
guichenoti,EG1662,CL451_22,A,23,2/12/2022,0.192,8.77,5.83,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
guichenoti,EG1665,CL452_22,A,23,2/12/2022,0.173,7.85,5.86,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
guichenoti,EG1667,CL452_22,B,23,2/12/2022,0.185,7.99,5.99,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
guichenoti,EG1677,CL455_22,A,23,2/12/2022,0.169,7.71,5.43,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
delicata,EG1678,CL446_22,A,23,2/12/2022,0.134,7.25,5.22,25/1/2023,NA,NA,NA,NA,hatched,54,alive,NA,0
delicata,EG1695,CL460_22,A,28,5/12/2022,0.146,8.03,4.68,NA,NA,NA,NA,4/1/2023,died,30,alive,NA,1
delicata,EG1696,CL460_22,A,23,5/12/2022,0.148,8.71,4.56,25/1/2023,NA,NA,NA,NA,hatched,51,alive,NA,0
delicata,EG1698,CL460_22,B,23,5/12/2022,0.149,8.45,4.97,25/1/2023,NA,NA,NA,NA,hatched,51,alive,NA,0
delicata,EG1707,CL463_22,A,28,5/12/2022,0.131,8.19,4.48,NA,NA,NA,NA,21/12/2022,died,16,alive,NA,1
delicata,EG1708,CL463_22,B,28,5/12/2022,0.123,7.64,4.45,NA,NA,NA,NA,23/12/2022,died,18,alive,NA,1
delicata,EG1709,CL463_22,A,23,5/12/2022,0.129,8.32,4.14,NA,NA,NA,NA,4/1/2023,died,30,alive,NA,1
delicata,EG1733,CL469_22,B,28,7/12/2022,0.154,7.63,5.52,NA,NA,NA,NA,11/1/2023,died,35,alive,NA,1
delicata,EG1735,CL470_22,B,28,7/12/2022,0.106,8.15,4.02,NA,NA,NA,NA,20/1/2023,died,44,alive,NA,1
delicata,EG1736,CL470_22,B,23,7/12/2022,0.109,7.84,4.61,NA,NA,NA,NA,2/1/2023,died,26,alive,NA,1
delicata,EG1737,CL470_22,A,23,7/12/2022,0.106,7.43,4.62,25/1/2023,NA,NA,NA,NA,hatched,49,alive,NA,0
delicata,EG1739,CL470_22,A,23,7/12/2022,0.106,7.76,4.61,25/1/2023,NA,NA,NA,NA,hatched,49,alive,NA,0
delicata,EG1747,CL473_22,A,23,7/12/2022,0.11,8.1,4.43,25/1/2023,NA,NA,NA,NA,hatched,49,alive,NA,0
delicata,EG1748,CL473_22,B,28,7/12/2022,0.118,7.68,4.49,NA,NA,NA,NA,16/12/2022,died,9,alive,NA,1
delicata,EG1749,CL473_22,B,23,7/12/2022,0.156,8.48,5.17,NA,NA,NA,NA,19/12/2022,died,12,alive,NA,1
delicata,EG1750,CL473_22,A,28,7/12/2022,0.17,8.15,5.57,NA,NA,NA,NA,30/12/2022,died,23,alive,NA,1
delicata,EG1751,CL473_22,B,23,7/12/2022,0.16,8.29,5.1,NA,NA,NA,NA,9/1/2023,died,33,alive,NA,1
delicata,EG1771,CL481_22,A,28,9/12/2022,0.17,8.36,4.85,NA,NA,NA,NA,16/1/2023,died,38,alive,NA,1
delicata,EG1777,CL483_22,A,23,9/12/2022,0.116,8.46,4.38,NA,NA,NA,NA,19/12/2022,died,10,alive,NA,1
delicata,EG1783,CL485_22,A,23,9/12/2022,0.127,8.05,4.46,25/1/2023,NA,NA,NA,NA,hatched,47,alive,NA,0
delicata,EG1800,CL491_22,A,28,9/12/2022,0.12,8.14,4.33,NA,NA,NA,NA,23/12/2022,died,14,alive,NA,1
guichenoti,EG1816,CL496_22,B,23,12/12/2022,0.219,9.03,5.96,NA,NA,NA,NA,4/1/2023,died,23,alive,NA,1
delicata,EG1823,CL497_22,B,28,12/12/2022,0.159,8.27,5.26,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
delicata,EG1827,CL498_22,B,28,12/12/2022,0.224,9.26,6.32,NA,NA,NA,NA,18/1/2023,died,37,alive,NA,1
delicata,EG1828,CL498_22,A,23,12/12/2022,0.253,8.43,6.83,25/1/2023,NA,NA,NA,NA,hatched,44,alive,NA,0
delicata,EG1869,CL509_22,B,28,14/12/2022,0.104,7.68,4.13,NA,NA,NA,NA,30/12/2022,died,16,alive,NA,1
delicata,EG1872,CL509_22,B,28,14/12/2022,0.122,8.24,4.22,NA,NA,NA,NA,11/1/2023,died,28,alive,NA,1
guichenoti,EG1884,CL513_22,B,28,14/12/2022,0.23,7.99,6.46,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
guichenoti,EG1893,CL516_22,A,23,14/12/2022,0.19,9.33,5.53,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
delicata,EG1896,CL517_22,B,23,16/12/2022,0.137,7.74,5.09,NA,NA,NA,NA,2/1/2023,died,17,alive,NA,1
delicata,EG1897,CL517_22,B,28,16/12/2022,0.131,8.05,4.69,NA,NA,NA,NA,21/12/2022,died,5,alive,NA,1
delicata,EG1898,CL517_22,A,23,16/12/2022,0.137,7.57,5.22,NA,NA,NA,NA,2/1/2023,died,17,alive,NA,1
delicata,EG1900,CL518_22,B,28,16/12/2022,0.147,7.11,5.09,NA,NA,NA,NA,16/1/2023,died,31,alive,NA,1
delicata,EG1908,CL509_22,A,28,14/12/2022,0.114,7.02,4.37,NA,NA,NA,NA,30/12/2022,died,16,alive,NA,1
delicata,EG1937,CL525_22,A,28,19/12/2022,0.129,7.6,4.45,NA,NA,NA,NA,30/1/2023,died,42,alive,NA,1
delicata,EG1939,CL525_22,B,28,19/12/2022,0.135,8.38,4.75,NA,NA,NA,NA,30/1/2023,died,42,alive,NA,1
delicata,EG1954,CL529_22,B,23,19/12/2022,0.128,7.95,4.62,NA,NA,NA,NA,16/1/2023,died,28,alive,NA,1
guichenoti,EG1962,CL531_22,B,28,19/12/2022,0.184,9.68,5.22,25/1/2023,NA,NA,NA,NA,hatched,37,alive,NA,0
delicata,EG1968,CL532_22,A,28,19/12/2022,0.139,7.04,4.99,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
delicata,EG1970,CL533_22,B,28,19/12/2022,0.135,7.82,4.68,NA,NA,NA,NA,16/1/2023,died,28,alive,NA,1
guichenoti,EG1978,CL535_22,B,28,19/12/2022,0.179,9,5.13,NA,NA,NA,NA,4/1/2023,died,16,alive,NA,1
guichenoti,EG2000,CL540_22,A,28,21/12/2022,0.174,8.11,5.78,25/1/2023,NA,NA,NA,NA,hatched,35,alive,NA,0
delicata,EG2005,CL543_22,A,28,21/12/2022,0.128,8.54,4.59,NA,NA,NA,NA,11/1/2023,died,21,alive,NA,1
guichenoti,EG2009,CL542_22,A,28,21/12/2022,0.149,9,4.43,25/1/2023,NA,NA,NA,NA,hatched,35,alive,NA,0
guichenoti,EG2013,CL544_22,A,28,23/12/2022,0.204,8.03,5.92,NA,NA,NA,NA,30/12/2022,died,7,alive,NA,1
delicata,EG2016,CL545_22,B,23,23/12/2022,0.168,8.07,5.44,NA,NA,NA,NA,24/2/2023,died,63,alive,NA,1
guichenoti,EG2018,CL546_22,A,28,23/12/2022,0.143,7.94,5.53,25/1/2023,NA,NA,NA,NA,hatched,33,alive,NA,0
delicata,EG2024,CL547_22,B,28,23/12/2022,0.142,8.09,5.34,NA,NA,NA,NA,20/1/2023,died,28,alive,NA,1
delicata,EG2025,CL547_22,A,28,23/12/2022,0.138,7.62,5.35,NA,NA,NA,NA,30/1/2023,died,38,alive,NA,1
guichenoti,EG2027,CL548_22,A,28,23/12/2022,0.168,8.15,5.39,25/1/2023,NA,NA,NA,NA,hatched,33,alive,NA,0
delicata,EG2032,CL549_22,B,28,23/12/2022,0.139,9.15,4.7,NA,NA,NA,NA,20/1/2023,died,28,alive,NA,1
delicata,EG2033,CL549_22,B,23,23/12/2022,0.137,8.75,4.64,NA,NA,NA,NA,6/1/2023,died,14,alive,NA,1
delicata,EG2034,CL549_22,B,28,23/12/2022,0.142,9.44,4.79,25/1/2023,NA,NA,NA,NA,hatched,33,alive,NA,0
delicata,EG2037,CL550_22,B,28,23/12/2022,0.122,8.09,4.11,NA,NA,NA,NA,30/1/2023,died,38,alive,NA,1
delicata,EG2040,CL550_22,B,28,23/12/2022,0.14,7.67,5.1,25/1/2023,NA,NA,NA,NA,hatched,33,alive,NA,0
guichenoti,EG2042,CL551_22,A,23,26/12/2022,0.12,8.54,5.07,NA,NA,NA,NA,13/1/2023,died,18,alive,NA,1
guichenoti,EG2043,CL551_22,B,28,26/12/2022,0.139,8.66,5.14,NA,NA,NA,NA,4/1/2023,died,9,alive,NA,1
guichenoti,EG2044,CL551_22,A,28,26/12/2022,0.115,8.73,4.77,NA,NA,NA,NA,6/1/2023,died,11,alive,NA,1
delicata,EG2051,CL553_22,A,23,26/12/2022,0.118,7.62,4.41,NA,NA,NA,NA,16/1/2023,died,21,alive,NA,1
delicata,EG2052,CL554_22,A,28,26/12/2022,0.181,8.36,5.69,NA,NA,NA,NA,11/1/2023,died,16,alive,NA,1
delicata,EG2053,CL554_22,B,23,26/12/2022,0.165,9.12,5.26,NA,NA,NA,NA,4/1/2023,died,9,alive,NA,1
delicata,EG2065,CL558_22,A,28,26/12/2022,0.179,7.67,6.25,25/1/2023,NA,NA,NA,NA,hatched,30,alive,NA,0
guichenoti,EG2058,CL556_22,A,28,26/12/2022,0.193,8.86,5.74,25/1/2023,NA,NA,NA,NA,hatched,30,alive,NA,0
delicata,EG2063,CL558_22,B,28,26/12/2022,0.17,8.51,5.66,NA,NA,NA,NA,13/1/2023,died,18,alive,NA,1
delicata,EG2064,CL558_22,B,23,26/12/2022,0.163,8.76,5.07,NA,NA,NA,NA,20/1/2023,died,25,alive,NA,1
delicata,EG2066,CL558_22,B,28,26/12/2022,0.192,8.79,6.07,NA,NA,NA,NA,6/1/2023,died,11,alive,NA,1
delicata,EG2067,CL558_22,A,23,26/12/2022,0.141,8.05,5.08,NA,NA,NA,NA,11/1/2023,died,16,alive,NA,1
guichenoti,EG2069,CL559_22,B,23,26/12/2022,0.17,8.62,4.59,NA,NA,NA,NA,6/1/2023,died,11,alive,NA,1
guichenoti,EG1996,CL539_22,A,28,21/12/2022,0.184,8.51,5.6,25/1/2023,NA,NA,NA,NA,hatched,35,alive,NA,0
delicata,EG2077,CL561_22,B,23,26/12/2022,0.172,7.65,5.7,NA,NA,NA,NA,9/1/2023,died,14,alive,NA,1
delicata,EG2079,CL561_22,A,28,26/12/2022,0.174,7.71,6.16,25/1/2023,NA,NA,NA,NA,hatched,30,alive,NA,0
delicata,EG2085,CL563_22,A,23,28/12/2022,0.082,8.15,4.22,NA,NA,NA,NA,2/1/2023,died,5,alive,NA,1
delicata,EG2086,CL563_22,A,28,28/12/2022,0.105,7.5,4.88,NA,NA,NA,NA,9/1/2023,died,12,alive,NA,1
delicata,EG2087,CL563_22,B,28,28/12/2022,0.102,7.99,4.4,NA,NA,NA,NA,11/1/2023,died,14,alive,NA,1
delicata,EG2088,CL563_22,B,23,28/12/2022,0.097,7.78,4.73,NA,NA,NA,NA,6/1/2023,died,9,alive,NA,1
guichenoti,EG2098,CL567_22,B,23,28/12/2022,0.076,8.92,3.88,NA,NA,NA,NA,4/1/2023,died,7,alive,NA,1
guichenoti,EG2099,CL567_22,A,23,28/12/2022,0.11,8.4,4.35,NA,NA,NA,NA,9/1/2023,died,12,alive,NA,1
guichenoti,EG2100,CL567_22,B,28,28/12/2022,0.057,6.9,4.03,NA,NA,NA,NA,4/1/2023,died,7,alive,NA,1
guichenoti,EG2101,CL567_22,A,28,28/12/2022,0.115,8.61,4.83,NA,NA,NA,NA,2/1/2023,died,5,alive,NA,1
delicata,EG2106,CL569_22,A,28,28/12/2022,0.155,7.8,5.81,25/1/2023,NA,NA,NA,NA,hatched,28,alive,NA,0
delicata,EG2108,CL570_22,B,28,28/12/2022,0.115,8.04,4.5,NA,NA,NA,NA,11/1/2023,died,14,alive,NA,1
delicata,EG2111,CL571_22,B,23,28/12/2022,0.156,7.57,5.52,NA,NA,NA,NA,24/2/2023,died,58,alive,NA,1
delicata,EG2112,CL571_22,B,28,28/12/2022,0.16,8.03,6.05,NA,NA,NA,NA,4/1/2023,died,7,alive,NA,1
delicata,EG2113,CL571_22,A,28,28/12/2022,0.165,8.58,5.71,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
delicata,EG2114,CL571_22,A,23,28/12/2022,0.115,8.02,4.36,NA,NA,NA,NA,11/1/2023,died,14,alive,NA,1
delicata,EG2115,CL572_22,B,23,28/12/2022,0.134,9.06,5.03,NA,NA,NA,NA,11/1/2023,died,14,alive,NA,1
delicata,EG2118,CL573_22,A,23,30/12/2022,0.102,7.4,3.93,NA,NA,NA,NA,16/1/2023,died,17,alive,NA,1
delicata,EG2120,CL573_22,A,28,30/12/2022,0.095,7.89,4.27,NA,NA,NA,NA,16/1/2023,died,17,alive,NA,1
delicata,EG2121,CL573_22,B,28,30/12/2022,0.114,7.97,4.51,NA,NA,NA,NA,16/1/2023,died,17,alive,NA,1
guichenoti,EG2130,CL575_22,B,23,30/12/2022,0.153,7.43,5.78,NA,NA,NA,NA,11/1/2023,died,12,alive,NA,1
delicata,EG2137,CL577_22,B,23,30/12/2022,0.116,7.39,4.82,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
delicata,EG2187,CL591_22,A,28,2/1/2023,0.241,8.74,6.37,NA,NA,NA,NA,11/1/2023,died,9,alive,NA,1
delicata,EG2193,CL593_22,B,28,4/1/2023,0.103,7.59,4.54,6/2/2023,NA,NA,NA,NA,hatched,33,alive,NA,0
delicata,EG2198,CL594_22,B,23,4/1/2023,0.098,7.27,4.49,NA,NA,NA,NA,3/3/2023,died,58,alive,NA,1
guichenoti,EG2218,CL598_22,A,28,4/1/2023,0.149,7.66,5.08,NA,NA,NA,NA,23/1/2023,died,19,alive,NA,1
delicata,EG2243,CL604_22,B,23,6/1/2023,0.143,7.41,5.35,NA,NA,NA,NA,20/1/2023,died,14,alive,NA,1
delicata,EG2244,CL604_22,A,23,6/1/2023,0.123,7.22,5.02,NA,NA,NA,NA,1/2/2023,died,26,alive,NA,1
delicata,EG2247,CL604_22,A,23,6/1/2023,0.128,7.69,4.83,NA,NA,NA,NA,20/1/2023,died,14,alive,NA,1
delicata,EG2297,CL618_23,B,28,9/1/2023,0.131,7.86,4.51,NA,NA,NA,NA,18/1/2023,died,9,alive,NA,1
guichenoti,EG2299,CL619_23,B,23,9/1/2023,0.3,10.4,6.62,NA,NA,NA,NA,27/2/2023,died,49,alive,NA,1
delicata,EG2303,CL620_23,B,28,9/1/2023,0.12,7.42,4.61,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
guichenoti,EG2306,CL621_23,B,28,9/1/2023,0.211,9.03,5.85,NA,NA,NA,NA,3/2/2023,died,25,alive,NA,1
delicata,EG2316,CL625_23,B,23,9/1/2023,0.122,7.72,4.67,NA,NA,NA,NA,1/3/2023,died,51,alive,NA,1
delicata,EG2336,CL630_23,B,28,13/1/2023,0.115,7.13,4.53,NA,NA,NA,NA,27/2/2023,died,45,alive,NA,1
delicata,EG2337,CL630_23,A,23,13/1/2023,0.118,7.09,4.36,NA,NA,NA,NA,10/3/2023,died,56,alive,NA,1
delicata,EG2338,CL630_23,A,28,13/1/2023,0.113,6.97,4.74,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
guichenoti,EG2340,CL631_23,B,28,13/1/2023,0.173,7.96,5.61,NA,NA,NA,NA,20/1/2023,died,7,alive,NA,1
delicata,EG2342,CL632_23,B,23,13/1/2023,0.162,7.83,5.67,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
delicata,EG2350,CL633_23,B,28,13/1/2023,0.156,7.57,5.06,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
delicata,EG2353,CL634_23,A,23,13/1/2023,0.117,6.27,4.77,NA,NA,NA,NA,27/2/2023,died,45,alive,NA,1
delicata,EG2354,CL634_23,B,28,13/1/2023,0.137,7.11,5.07,NA,NA,NA,NA,24/2/2023,died,42,alive,NA,1
delicata,EG2376,CL640_23,A,23,16/1/2023,0.075,8.22,4.56,NA,NA,NA,NA,24/2/2023,died,39,alive,NA,1
guichenoti,EG2396,CL647_23,B,28,20/1/2023,0.255,9.27,6.04,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
guichenoti,EG2433,CL659_23,A,28,25/1/2023,0.151,8.69,5.53,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
guichenoti,EG2434,CL659_23,B,28,25/1/2023,0.152,8.84,5.91,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
guichenoti,EG2437,CL661_23,B,23,25/1/2023,0.168,8.69,6.43,NA,NA,NA,NA,3/2/2023,died,9,alive,NA,1
guichenoti,EG2438,CL661_23,B,28,25/1/2023,0.16,8.23,5.68,NA,NA,NA,NA,3/2/2023,died,9,alive,NA,1
guichenoti,EG2440,CL662_23,B,23,25/1/2023,0.18,8.85,5.75,NA,NA,NA,NA,3/2/2023,died,9,alive,NA,1
guichenoti,EG2446,CL665_23,A,23,25/1/2023,0.097,8.23,3.45,NA,NA,NA,NA,3/3/2023,died,37,alive,NA,1
delicata,EG2450,CL666_23,A,28,25/1/2023,0.185,8.66,5.59,NA,NA,NA,NA,3/3/2023,died,37,alive,NA,1
delicata,EG2453,CL668_23,A,28,25/1/2023,0.073,7.4,4.19,NA,NA,NA,NA,30/1/2023,died,5,alive,NA,1
delicata,EG2454,CL668_23,B,28,25/1/2023,0.079,7.62,4.49,NA,NA,NA,NA,30/1/2023,died,5,alive,NA,1
guichenoti,EG2460,CL670_23,B,28,27/1/2023,0.149,9.29,4.65,NA,NA,NA,NA,17/2/2023,died,21,alive,NA,1
guichenoti,EG2463,CL671_23,B,28,27/1/2023,0.183,8.94,5.53,NA,NA,NA,NA,10/2/2023,died,14,alive,NA,1
guichenoti,EG2508,CL684_23,A,28,30/1/2023,0.193,9.32,5.66,NA,NA,NA,NA,22/2/2023,died,23,alive,NA,1
guichenoti,EG2512,CL686_23,B,28,30/1/2023,0.216,9.21,5.77,NA,NA,NA,NA,17/2/2023,died,18,alive,NA,1
guichenoti,EG2516,CL687_23,B,23,30/1/2023,0.201,8.16,5.79,NA,NA,NA,NA,24/3/2023,died,53,alive,NA,1
guichenoti,EG2520,CL689_23,A,28,30/1/2023,0.2,8.6,5.98,NA,NA,NA,NA,8/3/2023,died,37,alive,NA,1
guichenoti,EG2538,CL695_23,B,23,1/2/2023,0.188,10.02,5.36,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
delicata,EG2570,CL704_23,B,28,1/2/2023,0.123,7.02,4.92,NA,NA,NA,NA,17/2/2023,died,16,alive,NA,1
delicata,EG2572,CL704_23,A,28,1/2/2023,0.137,7.81,5.26,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
delicata,EG2574,CL704_23,B,23,1/2/2023,0.093,6.65,4.74,NA,NA,NA,NA,17/2/2023,died,16,alive,NA,1
delicata,EG2583,CL708_23,B,28,3/2/2023,0.135,7.1,5.38,NA,NA,NA,NA,17/2/2023,died,14,alive,NA,1
delicata,EG2584,CL708_23,B,23,3/2/2023,0.118,7.11,5.05,NA,NA,NA,NA,17/2/2023,died,14,alive,NA,1
delicata,EG2585,CL708_23,A,23,3/2/2023,0.126,7.06,5.48,NA,NA,NA,NA,17/2/2023,died,14,alive,NA,1
delicata,EG2586,CL708_23,B,28,3/2/2023,0.124,6.99,5.34,NA,NA,NA,NA,17/2/2023,died,14,alive,NA,1
delicata,EG2587,CL708_23,A,28,3/2/2023,0.124,6.9,5.33,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
guichenoti,EG2593,CL711_23,A,23,3/2/2023,0.171,7.49,5.9,NA,NA,NA,NA,24/3/2023,died,49,alive,NA,1
guichenoti,EG2607,CL715_23,A,23,3/2/2023,0.235,9.57,6.25,NA,NA,NA,NA,NA,NA,NA,alive,NA,NA
delicata,EG2604,CL714_23,A,23,3/2/2023,0.138,7.29,5.51,22/3/2023,0.09,17,22,22/3/2023,hatched,47,died,0,0
guichenoti,EG1269_22,CL337_22,B,23,4/11/2022,0.236,9.45,6.31,30/12/2022,0.192,21,30,NA,hatched,56,alive,NA,0
delicata,EG2444,CL664_23,A,23,25/1/2023,0.253,9.6,6.19,17/3/2023,0.192,20,30,NA,hatched,51,alive,NA,0
guichenoti,EG1358_22,CL365_22,B,28,9/11/2022,0.399,10.59,7.84,5/12/2022,0.188,22,29,NA,hatched,26,alive,NA,0
guichenoti,EG1253_22,CL333_22,A,28,2/11/2022,0.248,9.59,6.41,5/12/2022,0.183,21,30,NA,hatched,33,alive,NA,0
guichenoti,EG1466,CL397_22,A,23,18/11/2022,0.19,9.66,5.66,13/1/2023,0.182,21,31,NA,hatched,56,alive,NA,0
guichenoti,EG2600,CL713_23,A,23,3/2/2023,0.259,10.46,6.18,24/3/2023,0.18,20,30,NA,hatched,49,alive,NA,0
guichenoti,EG1268_22,CL337_22,A,28,4/11/2022,0.222,9.18,6.2,9/12/2022,0.176,21,28,NA,hatched,35,alive,NA,0
guichenoti,EG2442,CL663_23,A,28,25/1/2023,0.269,10.34,5.79,27/2/2023,0.176,20,27,NA,hatched,33,alive,NA,0
guichenoti,EG1886,CL513_22,A,23,14/12/2022,0.223,8.43,6.37,16/1/2023,0.175,22,29,NA,hatched,33,alive,NA,0
guichenoti,EG1467,CL397_22,A,28,18/11/2022,0.183,9.37,5.48,23/12/2022,0.174,21,32,NA,hatched,35,alive,NA,0
guichenoti,EG1362_22,CL366_22,B,28,9/11/2022,0.219,8.77,6.08,14/12/2022,0.173,22,30,NA,hatched,35,alive,NA,0
guichenoti,EG2432,CL658_23,B,28,23/1/2023,0.208,9.14,5.77,27/2/2023,0.172,21,30,NA,hatched,35,alive,NA,0
