species,egg_id,clutch,cort,temp,egg_date,egg_mass,egg_length,egg_width,hatch_date,hatch_mass,hatch_svl,hatch_tl,death_date,egg_death,egg_time,hatch_death,death_age,egg_ox
guichenoti,EG1481,CL401_22,B,28,21/11/2022,0.18,8.65,5.8,26/12/2022,0.142,19,26,6/1/2023,hatched,35,died,11,0
guichenoti,EG1483,CL401_22,B,23,21/11/2022,0.174,8.3,5.79,18/1/2023,0.142,20,28,NA,hatched,58,alive,NA,0
guichenoti,EG1511,CL408_22,B,23,23/11/2022,0.17,7.67,5.36,18/1/2023,0.142,20,23,NA,hatched,56,alive,NA,0
guichenoti,EG1539,CL416_22,A,23,25/11/2022,0.179,7.6,5.98,20/1/2023,0.142,20,24,NA,hatched,56,alive,NA,0
guichenoti,EG1563,CL423_22,A,28,28/11/2022,0.206,8.35,6.08,2/1/2023,0.142,20,27,NA,hatched,35,alive,NA,0
guichenoti,EG1595,CL432_22,A,28,28/11/2022,0.206,8.61,5.84,2/1/2023,0.142,20,29,NA,hatched,35,alive,NA,0
guichenoti,EG1806,CL492_22,B,28,12/12/2022,0.184,8.95,5.7,18/1/2023,0.142,20,27,NA,hatched,37,alive,NA,0
guichenoti,EG1838,CL501_22,B,28,12/12/2022,0.246,8.93,6.24,16/1/2023,0.142,20,27,NA,hatched,35,alive,NA,0
guichenoti,EG2056,CL555_22,A,28,26/12/2022,0.17,7.76,5.63,27/1/2023,0.142,20,26,NA,hatched,32,alive,NA,0
guichenoti,EG2489,CL678_23,B,28,27/1/2023,0.18,8.88,5.36,3/3/2023,0.142,19,24,NA,hatched,35,alive,NA,0
guichenoti,EG2513,CL687_23,A,28,30/1/2023,0.19,8.1,5.74,3/3/2023,0.142,21,25,NA,hatched,32,alive,NA,0
guichenoti,EG2591,CL710_23,A,28,3/2/2023,0.186,8.3,5.62,8/3/2023,0.142,20,28,NA,hatched,33,alive,NA,0
guichenoti,EG1177_22,CL314_22,A,23,17/10/2022,0.182,8.18,6.13,9/12/2022,0.141,19,24,NA,hatched,53,alive,NA,0
guichenoti,EG1311_22,CL352_22,A,28,7/11/2022,0.195,7.87,6.06,9/12/2022,0.141,19,27,NA,hatched,32,alive,NA,0
guichenoti,EG1341_22,CL360_22,A,23,7/11/2022,0.177,8.73,5.5,2/1/2023,0.141,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG1374,CL371_22,B,23,11/11/2022,0.156,8.89,4.87,6/1/2023,0.141,21,26,NA,hatched,56,alive,NA,0
guichenoti,EG1419,CL382_22,A,28,14/11/2022,0.172,8.76,5.85,16/12/2022,0.141,18,24,NA,hatched,32,alive,NA,0
guichenoti,EG1670,CL453_22,A,23,2/12/2022,0.175,8.52,5.32,27/1/2023,0.141,20,25,NA,hatched,56,alive,NA,0
guichenoti,EG1717,CL465_22,B,28,5/12/2022,0.225,8.97,5.81,9/1/2023,0.141,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG1721,CL466_22,B,28,5/12/2022,0.162,7.93,5.46,9/1/2023,0.141,20,26,NA,hatched,35,alive,NA,0
guichenoti,EG1943,CL527_22,B,28,19/12/2022,0.213,9.17,5.65,23/1/2023,0.141,19,27,NA,hatched,35,alive,NA,0
guichenoti,EG1975,CL534_22,B,23,19/12/2022,0.191,9.01,5.55,13/2/2023,0.141,19,23,NA,hatched,56,alive,NA,0
guichenoti,EG2157,CL582_22,B,28,2/1/2023,0.194,8.14,5.82,6/2/2023,0.141,19,25,NA,hatched,35,alive,NA,0
guichenoti,EG2173,CL587_22,A,28,2/1/2023,0.165,8,5.25,6/2/2023,0.141,20,27,NA,hatched,35,alive,NA,0
guichenoti,EG2216,CL597_22,B,23,4/1/2023,0.165,8.22,5.46,3/3/2023,0.141,20,25,NA,hatched,58,alive,NA,0
guichenoti,EG2393,CL646_23,A,28,20/1/2023,0.185,7.83,5.45,20/2/2023,0.141,20,28,NA,hatched,31,alive,NA,0
guichenoti,EG2487,CL678_23,A,28,27/1/2023,0.189,8.6,5.7,1/3/2023,0.141,20,27,NA,hatched,33,alive,NA,0
guichenoti,EG1260_22,CL335_22,B,23,2/11/2022,0.205,8.92,6.11,23/12/2022,0.14,20,29,NA,hatched,51,alive,NA,0
guichenoti,EG1280_22,CL342_22,B,28,4/11/2022,0.192,8.99,5.69,7/12/2022,0.14,20,26,23/12/2022,hatched,33,died,16,0
guichenoti,EG1361_22,CL366_22,B,23,9/11/2022,0.217,9.08,6.23,2/1/2023,0.14,19,24,16/1/2023,hatched,54,died,14,0
delicata,EG1380,CL372_22,B,23,11/11/2022,0.155,9.57,4.76,2/1/2023,0.14,20,28,NA,hatched,52,alive,NA,0
guichenoti,EG1673,CL454_22,A,23,2/12/2022,0.186,8.2,5.61,27/1/2023,0.14,20,25,NA,hatched,56,alive,NA,0
guichenoti,EG1774,CL482_22,A,23,9/12/2022,0.173,8.25,5.31,30/1/2023,0.14,20,25,NA,hatched,52,alive,NA,0
guichenoti,EG2155,CL582_22,A,23,2/1/2023,0.212,8.44,5.91,27/2/2023,0.14,21,26,NA,hatched,56,alive,NA,0
guichenoti,EG2395,CL646_23,B,23,20/1/2023,0.193,7.87,5.81,13/3/2023,0.14,20,26,NA,hatched,52,alive,NA,0
guichenoti,EG2592,CL710_23,B,23,3/2/2023,0.177,8.89,5.45,27/3/2023,0.14,20,25,NA,hatched,52,alive,NA,0
guichenoti,EG1421,CL382_22,B,23,14/11/2022,0.18,8.37,5.76,6/1/2023,0.139,20,24,NA,hatched,53,alive,NA,0
guichenoti,EG1482,CL401_22,A,28,21/11/2022,0.178,9.02,5.81,18/1/2023,0.139,20,25,NA,hatched,58,alive,NA,0
guichenoti,EG1514,CL409_22,B,23,23/11/2022,0.172,8.33,5.71,23/1/2023,0.139,20,25,NA,hatched,61,alive,NA,0
guichenoti,EG1668,CL452_22,A,28,2/12/2022,0.176,7.92,6.05,6/1/2023,0.139,20,25,NA,hatched,35,alive,NA,0
guichenoti,EG1692,CL458_22,A,28,5/12/2022,0.185,8.58,5.21,9/1/2023,0.139,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG2008,CL542_22,B,23,21/12/2022,0.145,8.57,4.8,17/2/2023,0.139,19,25,NA,hatched,58,alive,NA,0
guichenoti,EG2068,CL559_22,A,28,26/12/2022,0.106,8.31,5.98,27/1/2023,0.139,20,28,NA,hatched,32,alive,NA,0
guichenoti,EG2171,CL587_22,B,23,2/1/2023,0.159,7.96,5.2,27/2/2023,0.139,19,27,NA,hatched,56,alive,NA,0
guichenoti,EG2386,CL643_23,B,28,16/1/2023,0.21,8.87,5.45,20/2/2023,0.139,19,27,NA,hatched,35,alive,NA,0
guichenoti,EG2394,CL646_23,B,28,20/1/2023,0.187,7.62,5.62,10/3/2023,0.139,20,29,NA,hatched,49,alive,NA,0
guichenoti,EG2402,CL648_23,B,28,20/1/2023,0.2,8.7,5.79,20/2/2023,0.139,20,25,NA,hatched,31,alive,NA,0
guichenoti,EG2465,CL672_23,B,28,27/1/2023,0.151,9.07,4.3,3/3/2023,0.139,20,29,NA,hatched,35,alive,NA,0
guichenoti,EG2466,CL672_23,B,23,27/1/2023,0.145,8.22,4.73,20/3/2023,0.139,20,28,NA,hatched,52,alive,NA,0
guichenoti,EG2507,CL683_23,B,28,30/1/2023,0.253,9.21,6.36,3/3/2023,0.139,19,24,NA,hatched,32,alive,NA,0
guichenoti,EG2595,CL711_23,B,28,3/2/2023,0.185,8.25,6.04,8/3/2023,0.139,20,28,NA,hatched,33,alive,NA,0
guichenoti,EG1319_22,CL355_22,B,23,7/11/2022,0.216,8.86,6.31,26/12/2022,0.138,20,25,NA,hatched,49,alive,NA,0
guichenoti,EG1340_22,CL360_22,B,28,7/11/2022,0.195,9.11,5.72,12/12/2022,0.138,18,25,NA,hatched,35,alive,NA,0
guichenoti,EG1581,CL428_22,A,23,28/11/2022,NA,NA,NA,23/1/2023,0.138,20,24,NA,hatched,56,alive,NA,0
guichenoti,EG1660,CL451_22,A,28,2/12/2022,0.156,8.11,4.69,6/1/2023,0.138,20,29,NA,hatched,35,alive,NA,0
guichenoti,EG1672,CL454_22,A,28,2/12/2022,0.183,8.71,5.28,4/1/2023,0.138,20,25,NA,hatched,33,alive,NA,0
guichenoti,EG1676,CL455_22,A,28,2/12/2022,0.176,7.78,5.66,6/1/2023,0.138,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG1756,CL475_22,B,28,7/12/2022,0.196,7.68,6.03,11/1/2023,0.138,20,27,NA,hatched,35,alive,NA,0
guichenoti,EG1974,CL534_22,A,28,19/12/2022,0.201,8.23,5.6,20/1/2023,0.138,20,26,NA,hatched,32,alive,NA,0
guichenoti,EG1995,CL539_22,A,23,21/12/2022,0.175,7.92,5.42,10/2/2023,0.138,19,23,NA,hatched,51,alive,NA,0
delicata,EG2021,CL547_22,A,28,23/12/2022,0.188,8.84,5.72,23/1/2023,0.138,20,28,NA,hatched,31,alive,NA,0
guichenoti,EG2055,CL555_22,A,23,26/12/2022,0.173,7.47,5.82,17/2/2023,0.138,20,25,NA,hatched,53,alive,NA,0
guichenoti,EG2070,CL559_22,B,28,26/12/2022,0.187,8.2,5.83,27/1/2023,0.138,20,25,28/2/2023,hatched,32,died,32,0
guichenoti,EG2134,CL576_22,A,28,30/12/2022,0.154,8.02,5.42,3/2/2023,0.138,19,28,NA,hatched,35,alive,NA,0
guichenoti,EG2237,CL602_22,A,23,6/1/2023,0.21,9.3,6.07,1/3/2023,0.138,20,26,NA,hatched,54,alive,NA,0
guichenoti,EG2546,CL698_23,A,28,1/2/2023,0.191,9.01,5.75,6/3/2023,0.138,20,27,NA,hatched,33,alive,NA,0
delicata,EG1286_22,CL345_22,B,23,4/11/2022,0.196,8.16,6.15,23/12/2022,0.137,20,22,NA,hatched,49,alive,NA,0
guichenoti,EG1293_22,CL347_22,A,23,4/11/2022,0.169,8.82,5.46,28/12/2022,0.137,21,28,18/1/2023,hatched,54,died,21,0
guichenoti,EG1375,CL371_22,B,28,11/11/2022,0.148,8.43,5.29,14/12/2022,0.137,21,29,NA,hatched,33,alive,NA,0
delicata,EG1379,CL372_22,A,28,11/11/2022,0.156,8.86,4.55,12/12/2022,0.137,20,27,NA,hatched,31,alive,NA,0
guichenoti,EG1417,CL381_22,B,23,14/11/2022,0.181,8.29,5.37,6/1/2023,0.137,21,28,NA,hatched,53,alive,NA,0
guichenoti,EG1420,CL382_22,B,28,14/11/2022,0.176,8.76,5.98,19/12/2022,0.137,20,29,NA,hatched,35,alive,NA,0
guichenoti,EG1445,CL389_22,B,23,16/11/2022,0.17,8.61,5.24,9/1/2023,0.137,20,23,NA,hatched,54,alive,NA,0
guichenoti,EG1611,CL438_22,B,28,30/11/2022,0.248,8.85,6.72,4/1/2023,0.137,20,22,NA,hatched,35,alive,NA,0
guichenoti,EG1669,CL453_22,B,28,2/12/2022,0.18,8.38,5.31,9/1/2023,0.137,20,30,NA,hatched,38,alive,NA,0
guichenoti,EG1706,CL462_22,A,23,5/12/2022,0.186,8.43,5.35,30/1/2023,0.137,20,22,NA,hatched,56,alive,NA,0
guichenoti,EG1787,CL486_22,A,23,9/12/2022,0.171,8.01,5.19,1/2/2023,0.137,20,25,NA,hatched,54,alive,NA,0
guichenoti,EG2124,CL574_22,A,23,30/12/2022,0.249,7.97,7,13/2/2023,0.137,20,26,NA,hatched,45,alive,NA,0
guichenoti,EG1973,CL534_22,B,28,19/12/2022,0.189,8.52,5.29,23/1/2023,0.137,20,25,NA,hatched,35,alive,NA,0
guichenoti,EG2091,CL564_22,A,28,28/12/2022,0.168,8.5,5.34,30/1/2023,0.137,21,25,NA,hatched,33,alive,NA,0
guichenoti,EG2131,CL576_22,B,23,30/12/2022,0.16,8.27,5.49,27/2/2023,0.137,20,29,NA,hatched,59,alive,NA,0
guichenoti,EG2272,CL611_22,B,23,6/1/2023,0.203,9.06,5.74,27/2/2023,0.137,19,25,NA,hatched,52,alive,NA,0
guichenoti,EG2274,CL612_22,B,23,6/1/2023,0.147,8.71,4.56,3/3/2023,0.137,20,25,NA,hatched,56,alive,NA,0
guichenoti,EG2276,CL612_22,A,23,6/1/2023,0.146,8.6,4.6,3/3/2023,0.137,19,24,NA,hatched,56,alive,NA,0
guichenoti,EG2511,CL685_23,A,23,30/1/2023,0.173,8.93,5.16,17/3/2023,0.137,20,27,NA,hatched,46,alive,NA,0
guichenoti,EG1674,CL455_22,B,28,2/12/2022,0.162,7.89,5.43,9/1/2023,0.136,20,27,NA,hatched,38,alive,NA,0
guichenoti,EG1724,CL467_22,B,28,5/12/2022,0.168,8.32,4.86,9/1/2023,0.136,21,28,20/1/2023,hatched,35,died,11,0
guichenoti,EG1999,CL540_22,A,23,21/12/2022,0.16,7.72,5.41,13/2/2023,0.136,19,23,NA,hatched,54,alive,NA,0
guichenoti,EG1857,CL507_22,B,28,12/12/2022,0.223,7.71,6.6,13/1/2023,0.136,20,27,NA,hatched,32,alive,NA,0
guichenoti,EG1861,CL507_22,A,28,12/12/2022,0.227,8.61,6.08,13/1/2023,0.136,20,20,NA,hatched,32,alive,NA,0
guichenoti,EG1927,CL524_22,A,28,16/12/2022,0.152,7.68,4.93,20/1/2023,0.136,20,26,NA,hatched,35,alive,NA,0
guichenoti,EG2219,CL598_22,A,23,4/1/2023,0.174,7.77,5.46,1/3/2023,0.136,20,28,NA,hatched,56,alive,NA,0
guichenoti,EG2220,CL598_22,B,23,4/1/2023,0.169,8.69,5.16,3/3/2023,0.136,20,27,NA,hatched,58,alive,NA,0
guichenoti,EG2275,CL612_22,B,28,6/1/2023,0.153,8.57,4.96,13/2/2023,0.136,19,26,NA,hatched,38,alive,NA,0
guichenoti,EG2310,CL623_23,B,23,9/1/2023,0.24,8.85,6.08,1/3/2023,0.136,20,25,NA,hatched,51,alive,NA,0
delicata,EG2361,CL637_23,B,28,16/1/2023,0.205,9.49,5.14,15/2/2023,0.136,19,28,NA,hatched,30,alive,NA,0
delicata,EG2362,CL637_23,A,23,16/1/2023,0.186,9.02,5.14,8/3/2023,0.136,20,27,NA,hatched,51,alive,NA,0
guichenoti,EG2462,CL671_23,A,28,27/1/2023,0.177,7.82,6.03,3/3/2023,0.136,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG1246_22,CL331_22,A,23,2/11/2022,0.194,8.17,6.42,26/12/2022,0.135,20,25,NA,hatched,54,alive,NA,0
delicata,EG1272_22,CL339_22,A,28,4/11/2022,0.205,9.14,6.03,2/12/2022,0.135,18,25,NA,hatched,28,alive,NA,0
guichenoti,EG1356_22,CL364_22,B,23,9/11/2022,0.181,8.4,5.51,2/1/2023,0.135,20,25,NA,hatched,54,alive,NA,0
guichenoti,EG1444,CL389_22,A,28,16/11/2022,0.155,8.02,5.42,21/12/2022,0.135,20,25,NA,hatched,35,alive,NA,0
guichenoti,EG1535,CL415_22,A,28,25/11/2022,0.198,8.72,5.62,28/12/2022,0.135,19,24,NA,hatched,33,alive,NA,0
guichenoti,EG1541,CL416_22,A,28,25/11/2022,0.172,7.71,5.65,28/12/2022,0.135,20,27,NA,hatched,33,alive,NA,0
guichenoti,EG1582,CL428_22,A,28,28/11/2022,0.165,7.96,5.02,2/1/2023,0.135,20,25,NA,hatched,35,alive,NA,0
guichenoti,EG1663,CL451_22,B,28,2/12/2022,0.152,8.67,4.72,6/1/2023,0.135,20,27,NA,hatched,35,alive,NA,0
guichenoti,EG1666,CL452_22,B,28,2/12/2022,0.179,7.9,5.72,6/1/2023,0.135,20,26,NA,hatched,35,alive,NA,0
guichenoti,EG1680,CL454_22,B,28,2/12/2022,0.184,8.2,5.5,6/1/2023,0.135,19,26,NA,hatched,35,alive,NA,0
guichenoti,EG1811,CL493_22,A,23,12/12/2022,0.179,7.56,6.08,3/2/2023,0.135,20,26,NA,hatched,53,alive,NA,0
guichenoti,EG1848,CL504_22,A,23,12/12/2022,0.181,8.03,5.54,6/2/2023,0.135,20,27,NA,hatched,56,alive,NA,0
guichenoti,EG2145,CL579_22,B,28,2/1/2023,0.145,8.05,5.17,6/2/2023,0.135,19,28,NA,hatched,35,alive,NA,0
guichenoti,EG2184,CL590_22,A,28,2/1/2023,0.166,7.58,5.73,6/2/2023,0.135,20,25,NA,hatched,35,alive,NA,0
guichenoti,EG2314,CL624_23,B,28,9/1/2023,0.138,8.7,4.81,13/2/2023,0.135,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG2403,CL648_23,A,28,20/1/2023,0.177,8.35,5.34,20/2/2023,0.135,20,28,NA,hatched,31,alive,NA,0
guichenoti,EG2517,CL688_23,B,28,30/1/2023,0.197,8.76,5.81,3/3/2023,0.135,19,26,NA,hatched,32,alive,NA,0
guichenoti,EG1302_22,CL349_22,A,23,4/11/2022,0.176,8.39,5.62,28/12/2022,0.134,20,26,NA,hatched,54,alive,NA,0
guichenoti,EG1316_22,CL354_22,A,23,7/11/2022,0.166,8.02,5.54,2/1/2023,0.134,19,25,NA,hatched,56,alive,NA,0
guichenoti,EG1318_22,CL355_22,A,28,7/11/2022,0.177,8.59,5.56,12/12/2022,0.134,19,26,NA,hatched,35,alive,NA,0
guichenoti,EG1366_22,CL368_22,A,28,9/11/2022,0.223,8.01,6.34,7/12/2022,0.134,19,24,NA,hatched,28,alive,NA,0
delicata,EG1430,CL384_22,A,23,14/11/2022,0.22,9.36,5.97,30/12/2022,0.134,19,27,NA,hatched,46,alive,NA,0
guichenoti,EG1521,CL411_22,B,23,25/11/2022,0.143,8,5.41,20/1/2023,0.134,20,27,NA,hatched,56,alive,NA,0
guichenoti,EG1537,CL415_22,B,28,25/11/2022,0.181,8.82,5.46,30/12/2022,0.134,20,26,NA,hatched,35,alive,NA,0
guichenoti,EG1596,CL433_22,A,23,28/11/2022,0.176,8.65,5.33,23/1/2023,0.134,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG1882,CL512_22,B,23,14/12/2022,0.228,9.49,5.8,10/2/2023,0.134,19,25,NA,hatched,58,alive,NA,0
guichenoti,EG1803,CL486_22,B,23,9/12/2022,0.178,8.15,5.29,3/2/2023,0.134,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG1851,CL504_22,A,28,12/12/2022,0.179,7.55,5.57,16/1/2023,0.134,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG1859,CL507_22,A,23,12/12/2022,0.232,8.28,6.31,30/1/2023,0.134,20,25,NA,hatched,49,alive,NA,0
guichenoti,EG1863,CL507_22,B,23,12/12/2022,0.228,8,6.75,1/2/2023,0.134,20,25,NA,hatched,51,alive,NA,0
guichenoti,EG2163,CL584_22,A,28,2/1/2023,0.192,8.36,5.69,3/2/2023,0.134,20,26,NA,hatched,32,alive,NA,0
guichenoti,EG2164,CL584_22,B,23,2/1/2023,0.201,8.89,5.4,24/2/2023,0.134,20,25,NA,hatched,53,alive,NA,0
guichenoti,EG2168,CL586_22,A,23,2/1/2023,0.174,8.82,5.5,27/2/2023,0.134,19,29,NA,hatched,56,alive,NA,0
guichenoti,EG2174,CL587_22,A,23,2/1/2023,0.155,8.19,5.33,27/2/2023,0.134,20,25,NA,hatched,56,alive,NA,0
guichenoti,EG1929,CL524_22,B,23,16/12/2022,0.156,7.94,4.93,10/2/2023,0.134,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG2518,CL688_23,B,23,30/1/2023,0.199,8.76,5.93,22/3/2023,0.134,19,26,NA,hatched,51,alive,NA,0
delicata,EG1252_22,CL332_22,A,23,2/11/2022,0.158,8.7,5.76,21/12/2022,0.133,19,26,21/12/2022,hatched,49,died,0,0
guichenoti,EG1292_22,CL347_22,B,23,4/11/2022,0.176,8.4,5.63,30/12/2022,0.133,19,25,NA,hatched,56,alive,NA,0
guichenoti,EG1359_22,CL366_22,A,23,9/11/2022,0.166,7.95,5.74,2/1/2023,0.133,20,25,16/1/2023,hatched,54,died,14,0
guichenoti,EG1364_22,CL367_22,B,23,9/11/2022,0.152,7.97,5.33,2/1/2023,0.133,19,24,NA,hatched,54,alive,NA,0
guichenoti,EG1540,CL416_22,B,28,25/11/2022,0.175,8.62,5.53,30/12/2022,0.133,19,21,NA,hatched,35,alive,NA,0
guichenoti,EG1850,CL504_22,B,23,12/12/2022,0.194,7.99,5.6,6/2/2023,0.133,19,28,NA,hatched,56,alive,NA,0
guichenoti,EG1858,CL507_22,B,23,12/12/2022,0.23,8.39,6.3,1/2/2023,0.133,19,23,NA,hatched,51,alive,NA,0
guichenoti,EG1885,CL513_22,A,28,14/12/2022,0.234,8.99,6.3,16/1/2023,0.133,19,26,NA,hatched,33,alive,NA,0
guichenoti,EG2097,CL566_22,B,28,28/12/2022,0.228,8.89,6.47,27/1/2023,0.133,19,25,NA,hatched,30,alive,NA,0
guichenoti,EG2084,CL562_22,B,28,26/12/2022,0.194,8.18,6.02,27/1/2023,0.133,19,24,NA,hatched,32,alive,NA,0
guichenoti,EG2001,CL540_22,B,23,21/12/2022,0.166,7.35,5.5,15/2/2023,0.133,19,26,NA,hatched,56,alive,NA,0
guichenoti,EG2185,CL590_22,B,23,2/1/2023,0.174,7.93,5.72,27/2/2023,0.133,20,26,NA,hatched,56,alive,NA,0
guichenoti,EG1276_22,CL341_22,A,28,4/11/2022,0.151,7.9,5.54,5/12/2022,0.132,19,26,NA,hatched,31,alive,NA,0
guichenoti,EG1301_22,CL349_22,B,28,4/11/2022,0.174,7.99,5.5,12/12/2022,0.132,20,24,NA,hatched,38,alive,NA,0
delicata,EG1399,CL377_22,A,23,14/11/2022,0.15,8.2,5.14,6/1/2023,0.132,20,27,NA,hatched,53,alive,NA,0
guichenoti,EG1515,CL409_22,B,28,23/11/2022,0.153,7.87,5.27,28/12/2022,0.132,20,24,NA,hatched,35,alive,NA,0
guichenoti,EG1533,CL415_22,A,28,25/11/2022,0.196,8.57,5.7,28/12/2022,0.132,21,27,NA,hatched,33,alive,NA,0
guichenoti,EG1565,CL424_22,B,28,28/11/2022,0.183,8.65,5.79,2/1/2023,0.132,19,25,NA,hatched,35,alive,NA,0
guichenoti,EG1772,CL482_22,B,28,9/12/2022,0.194,8.29,5.71,16/1/2023,0.132,19,24,NA,hatched,38,alive,NA,0
guichenoti,EG1773,CL482_22,A,28,9/12/2022,0.192,8.46,5.66,11/1/2023,0.132,20,25,NA,hatched,33,alive,NA,0
delicata,EG1826,CL498_22,B,23,12/12/2022,0.257,8.9,6.68,27/1/2023,0.132,19,27,NA,hatched,46,alive,NA,0
guichenoti,EG1959,CL530_22,A,23,19/12/2022,0.155,8.18,5.21,13/2/2023,0.132,19,25,NA,hatched,56,alive,NA,0
guichenoti,EG2002,CL541_22,B,28,21/12/2022,0.165,9.39,4.34,27/1/2023,0.132,20,27,16/2/2023,hatched,37,died,20,0
guichenoti,EG2127,CL575_22,A,28,30/12/2022,0.177,8.07,5.82,1/2/2023,0.132,20,27,NA,hatched,33,alive,NA,0
guichenoti,EG2082,CL562_22,A,28,26/12/2022,0.188,8.26,5.97,27/1/2023,0.132,19,26,NA,hatched,32,alive,NA,0
guichenoti,EG2312,CL623_23,A,28,9/1/2023,0.242,9.27,5.89,8/2/2023,0.132,20,26,NA,hatched,30,alive,NA,0
guichenoti,EG2334,CL629_23,A,28,11/1/2023,0.178,8.41,5.57,15/2/2023,0.132,20,30,NA,hatched,35,alive,NA,0
guichenoti,EG2397,CL647_23,B,23,20/1/2023,0.218,9.1,6.28,8/3/2023,0.132,19,24,NA,hatched,47,alive,NA,0
guichenoti,EG2510,CL685_23,A,28,30/1/2023,0.19,8.87,5.06,3/3/2023,0.132,19,27,NA,hatched,32,alive,NA,0
guichenoti,EG2590,CL710_23,B,28,3/2/2023,0.168,7.74,5.3,8/3/2023,0.132,19,27,NA,hatched,33,alive,NA,0
guichenoti,EG1209_22,CL321_22,B,28,28/10/2022,0.168,7.78,5.63,30/11/2022,0.131,18,26,NA,hatched,33,alive,NA,0
guichenoti,EG1516,CL409_22,A,23,23/11/2022,0.151,7.64,5.21,20/1/2023,0.131,20,25,NA,hatched,58,alive,NA,0
guichenoti,EG1526,CL413_22,A,23,25/11/2022,0.176,8.37,5.5,18/1/2023,0.131,20,24,NA,hatched,54,alive,NA,0
guichenoti,EG1538,CL415_22,B,23,25/11/2022,0.172,8.51,5.16,20/1/2023,0.131,20,24,NA,hatched,56,alive,NA,0
guichenoti,EG1564,CL423_22,B,23,28/11/2022,0.199,8.22,5.94,23/1/2023,0.131,20,25,27/1/2023,hatched,56,died,4,0
delicata,EG1659,CL450_22,A,23,2/12/2022,0.172,9.15,5.18,23/1/2023,0.131,19,28,NA,hatched,52,alive,NA,0
guichenoti,EG1664,CL451_22,A,28,2/12/2022,0.15,9.53,4.39,6/1/2023,0.131,19,26,NA,hatched,35,alive,NA,0
delicata,EG2074,CL560_22,A,23,26/12/2022,0.203,8.62,6.08,15/2/2023,0.131,18,26,NA,hatched,51,alive,NA,0
guichenoti,EG2090,CL564_22,B,23,28/12/2022,0.152,8.39,5.22,20/2/2023,0.131,19,25,NA,hatched,54,alive,NA,0
guichenoti,EG2132,CL576_22,B,28,30/12/2022,0.155,7.54,5.62,3/2/2023,0.131,20,29,NA,hatched,35,alive,NA,0
guichenoti,EG2169,CL586_22,A,28,2/1/2023,0.177,8.27,5.39,6/2/2023,0.131,21,28,NA,hatched,35,alive,NA,0
guichenoti,EG2182,CL590_22,B,28,2/1/2023,0.165,7.67,5.84,6/2/2023,0.131,20,27,NA,hatched,35,alive,NA,0
guichenoti,EG2401,CL648_23,B,28,20/1/2023,0.196,8.3,5.68,22/2/2023,0.131,20,29,NA,hatched,33,alive,NA,0
guichenoti,EG1363_22,CL367_22,A,23,9/11/2022,0.144,7.57,5.35,2/1/2023,0.13,20,24,NA,hatched,54,alive,NA,0
delicata,EG1386,CL374_22,A,28,14/11/2022,0.21,9.37,5.58,14/12/2022,0.13,19,26,NA,hatched,30,alive,NA,0
delicata,EG1398,CL377_22,A,28,14/11/2022,0.164,8.28,5.12,16/12/2022,0.13,20,27,NA,hatched,32,alive,NA,0
guichenoti,EG1438,CL386_22,B,28,14/11/2022,0.178,8.9,5.58,21/12/2022,0.13,20,25,NA,hatched,37,alive,NA,0
guichenoti,EG1527,CL413_22,B,28,25/11/2022,0.18,9.26,5.26,30/12/2022,0.13,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG1592,CL431_22,B,28,28/11/2022,0.191,7.89,6.01,2/1/2023,0.13,20,24,13/1/2023,hatched,35,died,11,0
guichenoti,EG1796,CL490_22,A,23,9/12/2022,0.174,7.85,5.8,30/1/2023,0.13,19,27,NA,hatched,52,alive,NA,0
delicata,EG1821,CL497_22,A,28,12/12/2022,0.16,7.39,5.43,13/1/2023,0.13,20,32,NA,hatched,32,alive,NA,0
delicata,EG2022,CL547_22,B,23,23/12/2022,0.166,9.01,5.59,8/2/2023,0.13,19,26,NA,hatched,47,alive,NA,0
delicata,EG2039,CL550_22,A,23,23/12/2022,0.134,7.36,5.14,13/2/2023,0.13,19,25,NA,hatched,52,alive,NA,0
guichenoti,EG2083,CL562_22,A,23,26/12/2022,0.182,7.47,6.09,17/2/2023,0.13,19,25,NA,hatched,53,alive,NA,0
guichenoti,EG2094,CL565_22,B,23,28/12/2022,0.16,7.93,5.18,22/2/2023,0.13,19,28,NA,hatched,56,alive,NA,0
guichenoti,EG2096,CL566_22,A,28,28/12/2022,0.229,8.45,6.63,27/1/2023,0.13,19,25,NA,hatched,30,alive,NA,0
guichenoti,EG1849,CL504_22,B,28,12/12/2022,0.176,7.7,5.69,16/1/2023,0.13,20,28,NA,hatched,35,alive,NA,0
guichenoti,EG2143,CL579_22,A,23,2/1/2023,0.15,7.68,5.1,1/3/2023,0.13,20,24,NA,hatched,58,alive,NA,0
